name,year,length,budget,aggregateRating,totalReviews,mpaa,genre_id
Home Defense,1943,7,,6.3,47,,70
Home Early,1939,9,,6.8,6,,68
Home Economics Story The,1951,25,,2.3,36,,80
Home Fries,1998,91,15000000,4.9,2374,PG-13,44
Home Improvements,1985,29,,9.7,7,,64
Home Invaders,2001,100,,1.1,21,,1
Home Is Where the Hart Is,1987,94,,3,17,,4
Home Made Home,1951,7,,6.4,38,,70
Home Movie,2001,66,,7.2,216,,16
Home Movies,1940,8,,6.9,12,,68
Home Movies,1979,90,400000,4.6,103,,4
Home Page,1999,102,,4.7,18,,16
Home Road Movies,2001,12,,7.2,67,,74
Home Room,2002,133,,7.3,540,R,8
Home Security,2003,9,,8,12,,68
Home Stories,1990,6,,6,18,,64
Home Sweet Home,1973,91,,7.1,167,,4
Home Sweet Home,1981,85,,3.4,33,,0
Home Town Story,1951,61,,4.8,68,,8
Home alone da riber,2002,105,,3.3,6,,12
Home at Seven,1952,85,,8.3,30,,8
Home at the End of the World A,2004,96,6500000,6.5,1693,R,40
Home for the Bullets A,2005,90,,9.5,6,,1
Home for the Holidays,1995,103,,6.2,2289,PG-13,44
Home from the Hill,1960,149,,7,329,,8
Home in Indiana,1944,103,,6.3,55,,0
Home in Oklahoma,1946,72,,6.7,19,,0
Home of Angels,1994,90,,3.1,7,,0
Home of Our Own A,1993,104,12000000,6.5,398,,8
Home of Your Own A,1964,45,,7.8,15,,4
Home of the Brave,1949,88,,7.5,136,,8
Home of the Brave,2004,75,,6.9,23,,16
Home of the Brave: A Film by Laurie Anderson,1986,90,,6.7,115,,0
Home on the Prairie,1939,58,,6.6,5,,0
Home on the Range,1935,54,,5.6,5,,8
Home on the Range,1946,55,,5.9,11,,0
Home on the Range,2004,76,110000000,5.4,1510,PG,6
Home Sweet Home,1914,55,,5.7,17,,8
Home Sweet Homicide,1946,90,,5.9,44,,4
Home Tweet Home,1950,7,,6.6,25,,70
Homebodies,1974,96,,6.5,56,,0
Homeboy,1988,115,,4.8,239,,8
Homecoming,1948,113,,6.1,83,,40
Homecoming The,1973,111,,7.9,83,,8
Homegrown,1998,101,,5.7,1121,R,4
Homeless Flea The,1940,8,,6.2,9,,70
Homeless Hare,1950,7,,7.7,58,,70
Homeless in America,2004,30,500000,7.2,10,,80
Homem Dos Papagaios O,1953,95,,6,5,,4
Homem Nu O,1968,118,,7.8,5,,4
Homem Nu O,1997,78,,7.6,67,,4
Homem Que Comprou o Mundo O,1968,90,,8.6,5,,4
Homem Que Copiava O,2003,124,,8.4,496,R,44
Homem da Capa Preta O,1986,120,,7.9,25,,0
Homem da Casa O,2003,5,,6.4,7,,69
Homem do Ano O,2003,113,,7.6,287,,5
Homem do Pau-Brasil O,1982,106,,8.7,9,,4
Homem do Sputnik O,1959,98,,6.3,24,,4
Homem que Virou Suco O,1981,97,,7.4,18,,8
Homenaje a la hora de la siesta,1962,85,,5.6,7,,8
Homens Que Sabiam Demais Os,1996,64,,7.5,8,,4
Homer,1970,91,,5.4,8,,8
Homer & Eddie,1989,102,,4.3,265,,8
Homesdale,1971,50,,5.7,9,,12
Homesteader Droopy,1954,7,,8.1,39,,70
Homestretch The,1947,99,,5,6,,8
Hometown Legend,2002,108,2000000,4.6,186,PG,8
Hometown USA,1979,93,,3.9,22,,4
Homeward Bound II: Lost in San Francisco,1996,89,,5.2,879,,5
Homeward Bound: The Incredible Journey,1993,84,,6.3,2190,,12
Homework,1982,90,,2.6,72,,4
Homicidal,1961,87,,6.6,203,,0
Homicide,1949,77,,5.7,23,,8
Homicide,1991,102,,6.8,842,,8
Homicide for Three,1948,60,,4.4,7,,0
Homme atlantique L,1981,45,,4.7,6,,8
Homme aux bras ballants L,1997,3,,7,13,,66
Homme aux yeux dargent L,1985,97,,6.3,11,,8
Homme de Rio L,1964,112,,6.9,491,,37
Homme de ma vie L,1992,103,,5.4,37,,36
Homme de ma vie L,1999,90,,5.3,6,,4
Homme de nulle part L,1937,83,,6.7,8,,8
Homme des foules L,2001,90,,7.5,32,,0
Homme du train L,2002,90,,7.4,1614,R,8
Homme est une femme comme les autres L,1998,100,,6.7,203,,36
Homme orchestre L,1970,85,,5.6,129,,4
Homme qui a perdu son ombre L,1991,102,,5.1,17,,8
Homme qui aimait les femmes L,1977,120,,7.3,643,,12
Homme qui marche,1999,4,,7,5,,0
Homme qui ment L,1968,95,,7.4,20,,8
Homme qui plantait des arbres L,1987,30,,9,312,,74
Homme sans ombre L,2004,9,,7.8,24,,74
Homme sur les quais L,1993,106,,6,18,,8
Hommes de joie pour femmes vicieuses,1974,70,,4.3,7,,4
Hommes du port Les,1995,64,,7.3,6,,16
Hommes femmes mode demploi,1996,122,,5.9,216,,12
Homo Eroticus,1971,92,,4.6,12,,4
Homo Faber,1991,117,,6.9,543,,8
Homo Heights,1998,92,,3.8,36,,4
Homo Promo,1993,62,,3.8,9,,4
Homo Sapiens 1900,1998,88,,8,20,,16
Homo Videocus,1990,20,,2.2,10,,64
Hon,2002,55,,2.3,14,,0
Hon Kon daiyasokai: Tatchi & Magi,1997,112,,4.5,5,,0
Hon dansade en sommar,1951,103,,7.5,83,,40
Honarpisheh,1993,88,,6.7,41,,0
Hondo,1953,83,,7,562,,0
Honest,2000,110,,4.1,243,R,4
Honey,2003,94,17000000,3.9,3067,PG-13,40
Honey Baby,2003,105,,6.6,27,,8
Honey Harvester,1949,7,,6.3,19,,70
Honey I Blew Up the Kid,1992,89,,4.2,3172,,4
Honey Pot The,1967,132,6000000,7.2,217,,4
Honey Throat,1980,75,,6.4,8,,32
Honeys Money,1962,6,,6.6,19,,70
Honey I Shrunk the Audience,1995,23,,7.4,347,,68
Honey I Shrunk the Kids,1989,101,,5.9,9038,,4
Honey-Mousers The,1956,7,,6.7,23,,70
Honeybaby Honeybaby,1974,89,,4.3,5,,1
Honeybee,2001,90,,1.9,26,,0
Honeychile,1951,89,,7.1,5,,4
Honeyland,1935,10,,5.9,6,,66
Honeymoon,1947,74,,6,26,,4
Honeymoon,1969,61,,6.3,7,,16
Honeymoon,1997,93,,5.2,11,,44
Honeymoon Horror,1982,88,50000,2.1,21,,0
Honeymoon Hotel,1964,89,,5.6,28,,4
Honeymoon Killers The,1970,115,,6.7,318,,8
Honeymoon Machine The,1961,87,,5.7,151,,4
Honeymoon for Three,1941,75,,6.1,30,,4
Honeymoon in Bali,1939,95,,6.6,33,,36
Honeymoon in Vegas,1992,96,,5.9,3795,,36
Honeymooners The,2003,89,,4.7,35,,4
Honeypie,1976,84,,5.7,9,,0
Honeysuckle Rose,1980,119,,5.9,211,,40
Honeytrap The,2002,90,,6.7,34,,0
Hong Kong,1952,94,,3.8,37,,8
Hong Kong 97,1994,91,,3.8,133,,1
Hong Kong Confidential,1958,67,,5.5,9,,8
Hong Kong: The Hub of the Orient,1937,8,,5.5,10,,80
Hong Xiguan zhi Shaolin wu zu,1994,95,,6,686,,1
Hong deng qu,1996,91,,5.1,27,,9
Hong faan kui,1996,91,7500000,6.5,4644,R,5
Hong fen,1994,115,,6.3,45,,8
Hong fen zhi zun,1991,100,,4.8,11,,0
Hong gao liang,1987,91,,7.4,902,,8
Hong he gu,1999,115,,6.8,34,,40
Hong kil dong,1986,108,,7.3,25,,1
Hong meigui bai meigui,1994,110,,6.2,40,,8
Hong se lian ren,1998,98,,6.3,35,,40
Hong se niang zi jun,1970,105,,6.9,7,,0
Hong shih zi,1996,168,,8,7,,0
Hong ying tao,1995,120,,8,142,,8
Hong-Kong (HKG),1999,13,,5.7,11,,80
Hongos,1999,22,,5.4,27,,64
Honigmond,1996,92,,4.9,21,,4
Honkers The,1972,102,,5.5,46,,13
Honky,1971,92,,4.4,20,,8
Honky Tonk,1941,105,,6.4,127,,4
Honky Tonk Freeway,1981,107,24000000,4.5,206,,5
Honkytonk Man,1982,122,,6.1,784,,12
Honneponnetje,1988,95,,4.5,86,,36
Honneur de la tribu L,1993,90,,3.2,8,,4
Honneurs de la guerre Les,1960,85,,6.6,14,,8
Honnou,1966,97,,4,6,,8
Honogurai mizu no soko kara,2002,101,,7.1,3001,PG-13,0
Honolulu,1939,83,,6.5,59,,4
Honolulu,2001,84,,7,49,,44
Honor Among Lovers,1931,75,,6.2,16,,8
Honor Bound,1988,98,,5.5,11,,0
Honorable Stanislas agent secret L,1963,91,,3.9,6,,4
Honorable The,2002,88,50000,6.8,30,,0
Honorary Consul The,1983,104,,5,218,,8
Honourable Wally Norman The,2003,88,,5.2,78,,4
Hood,2001,29,,7.2,8,,64
Hoodlum,1997,130,,5.7,1803,R,8
Hoodlum & Son,2003,92,,5,27,,0
Hoodlum Empire,1952,88,,5.7,19,,8
Hoodlum Priest,1961,101,,6.9,43,,8
Hoodlum Saint The,1946,91,,5.5,44,,8
Hoodlum The,1919,78,,7.8,10,,4
Hoodlum The,1951,61,,6.4,15,PG,8
Hoods,1998,90,,4.9,69,R,12
Hoodwink,1981,89,,6.3,8,,32
Hoofs and Goofs,1957,16,,4.2,45,,68
Hoogste tijd,1995,120,,6.7,44,,8
Hook,1991,144,70000000,5.8,19368,,0
Hook & Ladder Hokum,1933,6,,5.4,14,,70
Hook Line & Sinker,1969,91,,4.2,94,,4
Hook Line and Sinker,1930,75,,6.5,29,,36
Hook Line and Stinker,1958,6,,6.8,35,,70
Hook Lion and Sinker,1950,7,,6.5,19,,66
Hook The,1963,98,,6.4,91,,8
Hooked,2003,62,,5.1,15,,16
Hooked Bear,1956,6,,7.5,24,,70
Hooked Generation The,1968,92,,2.8,18,,0
Hookers on Davie,1984,88,,7.8,5,,16
Hoop Dreams,1994,170,700000,7.9,4668,,16
Hoop-La,1933,85,,6.8,25,,0
Hooper,1978,97,,5.9,804,,4
Hooray for Love,1935,72,,5.7,21,,4
Hoose-Gow The,1929,18,,7.3,97,,68
Hoosier Schoolboy,1937,62,,5.9,15,,8
Hoosiers,1986,115,,7.5,6350,,8
Hootenanny Hoot,1963,91,,4,24,,0
Hoover,2000,93,,3.4,21,,8
Hoover Street Revival,2002,104,,7.2,14,PG-13,16
Hop - a je tu lidoop,1977,87,,3.6,13,,4
Hop and Go,1943,7,,7.2,5,,70
Hop to It!,1925,19,,4.7,17,,68
Hop Look and Listen,1948,7,,6.6,23,,70
Hop Skip & Jump,1999,16,,5.8,31,,72
Hop Skip and a Chump,1942,7,,6,11,,70
Hop-Along Cassidy,1935,60,85000,7.5,40,,0
Hopalong Cassidy Returns,1936,74,,7.5,27,,0
Hopalong Casualty,1960,6,,6.9,38,,70
Hopalong Rides Again,1937,65,,7.2,20,,0
Hope Floats,1998,114,30000000,5.3,4382,PG-13,44
Hope Springs,2003,92,,5,799,PG-13,36
Hope and Glory,1987,113,,7.4,2245,,12
Hope and Play,2004,101,10500,6.4,7,,4
Hopeaa rajan takaa,1963,66,,8.3,29,,0
Hopeless,2000,80,,7.1,10,,4
Hopnick,1990,60,,4.3,18,,68
Hoppity Goes to Town,1941,78,,6.5,97,,6
Hoppity Pop,1946,3,,6.9,7,,66
Hoppy Daze,1961,6,,6.4,17,,70
Hoppy Serves a Writ,1943,67,,5.9,35,,1
Hoppys Holiday,1947,60,,7.2,21,,1
Hoppy-Go-Lucky,1952,7,,5.6,15,,70
Hopscotch,1980,104,,7,1083,,4
Hopscotch,2004,7,1000,9.6,5,,72
Hor BLevana,1964,90,,6.2,13,,0
Hora Marcada A,2000,100,,6.7,30,,0
Hora bruja La,1985,105,,6.7,18,,8
Hora da Estrela A,1985,96,,8.2,117,,4
Hora de los valientes La,1998,115,,6.8,61,,40
Hora e a Vez de Augusto Matraga A,1965,109,,6.6,16,,8
Horizon,1993,5,,5.2,6,,64
Horizons West,1952,81,,6,52,,0
Horizontal Lieutenant The,1962,90,,5.4,49,,36
Horloger de Saint-Paul L,1974,105,,7,184,,8
Hormoner og andre demoner,2001,26,,6.2,9,,64
Hormoon,2004,35,,8.4,64,,68
Horn Blows at Midnight The,1945,78,,7.1,207,,4
Hornets Nest The,1955,64,,5,14,,8
Hornets Nest,1970,110,,5.2,72,,9
Horns and Halos,2002,79,,7.4,121,,16
Horny Vampire The,1971,45,,1.7,10,,4
Horoki,1962,124,,8.8,15,,8
Horoscope,1991,5,,5.5,21,,64
Horoskop,1969,87,,4.8,7,,8
Horrible Dr. Bones The,2000,72,,2.2,64,R,0
Horrible Livingroom Robot The,2000,3,,8.2,10,,65
Horripilante bestia humana La,1968,83,,4.5,63,,0
Horror,2000,2,,6.1,13,,70
Horror 101,2000,84,,4,88,PG-13,0
Horror Express,1973,84,,6.1,673,,0
Horror Heaven,1984,22,,3.7,19,,68
Horror Hospital,1973,85,,4.5,129,,4
Horror Island,1941,60,,5.1,12,,0
Horror Show The,1989,95,,3.5,303,,0
Horror Story,1972,84,,2.5,7,,4
Horror Story,1997,74,,4.8,7,,0
Horror of Frankenstein The,1970,95,,4.7,192,,4
Horror of It All The,1963,75,,3.4,21,,4
Horror of Party Beach The,1964,78,120000,2.2,418,,0
Horror of the Blood Monsters,1970,85,,2.1,76,,1
Horrors of the Black Museum,1959,95,,6,119,,0
Hors jeu,1998,91,,4.7,23,,0
Hors la vie,1991,97,,7.1,35,,0
Hors-la-loi,1985,107,,5.7,15,,9
Horse Feathers,1932,68,,7.7,2029,,4
Horse Hare,1960,7,,6.9,15,,70
Horse Soldiers The,1959,119,,6.9,1016,,0
Horse Whisperer The,1998,170,60000000,6.4,6744,PG-13,40
Horse in the Gray Flannel Suit The,1968,113,,5,116,,12
Horse with the Flying Tail The,1960,48,,6.4,18,,16
Horses Mouth The,1958,97,,7,388,,4
Horse La,1970,90,,6.7,42,,0
Horsefly Fleas A,1948,7,,7,18,,70
Horseless Prince The,2003,10,,4.5,23,,64
Horsemen The,1971,109,6000000,5.7,86,,8
Horseplay,2003,93,,3.9,36,,4
Horseplayer,1990,89,,4.4,28,,8
Horses on Mars,2001,8,,5.7,51,,70
Horses Collars,1935,17,,7.5,71,,68
Horseshoe,1998,10,,5.1,14,,72
Horsey,1997,89,,2.3,26,,8
Horsies Retreat,2005,76,,5.2,6,,8
Horsing Around,1957,16,,3.7,29,,68
Horton Hatches the Egg,1942,10,,8.1,58,,70
Horvatov izbor,1985,114,,8.8,8,,8
Hoshi no koe,2003,25,,7.9,254,,98
Hoshi tsugu mono,1990,105,,8.7,7,,0
Hospital Fragment,1999,3,,6,37,,64
Hospital Massacre,1983,89,,2.9,61,,0
Hospital The,1971,103,,7,644,PG-13,12
Hospitaliky,1937,5,,7.1,9,,70
Hospitality,1999,20,,6.1,22,,76
Host The,1960,30,,4,11,,64
Host The,2001,25,,4.9,8,,64
Hostage,1983,93,,3.8,22,,8
Hostage,1993,98,,4.8,70,,9
Hostage,1999,91,,5.3,15,,8
Hostage,2005,113,52000000,6.6,3709,,8
Hostage Negotiator The,2001,87,,5.1,42,PG-13,8
Hostage The,1998,90,,6.8,10,,1
Hostages,1943,88,,6.4,7,,0
Hostile Environment,1998,85,,2.6,24,,1
Hostile Guns,1967,91,,5,19,,0
Hostile Intent,1997,90,,4.3,144,R,1
Hostile Intentions,1994,90,,4.5,61,,9
Hostile Takeover,1997,92,,4.6,11,,8
Hostile Witness,1968,101,,5.8,11,,8
Hot Air Salesman The,1937,6,,6.2,6,,66
Hot Blood,1956,85,,4.9,31,,8
Hot Box The,1972,85,,3.3,34,,9
Hot Boyz,1999,92,,3.5,207,R,1
Hot Car Girl,1958,71,,2.6,11,,8
Hot Cars,1956,60,,6.4,10,,8
Hot Chick The,2002,100,,5.6,5753,PG-13,4
Hot Child in the City,1979,64,,5.6,5,,0
Hot Child in the City,1987,85,,1.8,144,,8
Hot Chili,1985,86,,3.7,62,,4
Hot Chocolate,1992,93,,2.6,42,,4
Hot Club California,1999,89,,3.1,32,,4
Hot Cross Bunny,1948,7,,7.3,61,,70
Hot Dallas Nights,1981,83,,5.8,8,,0
Hot Dog,2000,9,,7.4,16,,68
Hot Dog... The Movie,1984,96,,3.5,457,,4
Hot Dogs: Wau - wir sind reich!,1999,84,,3.1,30,,2
Hot Enough for June,1964,98,,6,67,,4
Hot Gun,1986,79,,4.9,10,,0
Hot Heiress The,1931,79,,6.3,33,,36
Hot Ice,1955,16,,6.3,36,,68
Hot Ice,1978,94,,2.1,16,,0
Hot Java,2004,12,15000,9.1,19,,68
Hot Lead,1951,60,,5.9,7,,0
Hot Millions,1968,106,,7.1,270,,4
Hot Moves,1985,85,,4.5,66,,4
Hot News Margie,1931,7,,4.3,8,,68
Hot Nights on the Campus,1966,67,,2.7,6,,0
Hot Noon or 12 OClock for Sure,1953,6,,6.6,7,,70
Hot Pepper,1973,54,,6,6,,16
Hot Potato,1976,87,,4.3,33,,9
Hot Pursuit,1983,90,,5.4,5,,0
Hot Pursuit,1987,93,,5,493,,4
Hot Rackets,1979,78,,6,17,,0
Hot Rhythm,1944,79,,6.1,8,,4
Hot Rock The,1972,100,,6.7,713,,4
Hot Rod,1950,61,,7.7,9,,9
Hot Rod Gang,1958,71,,5.2,26,,8
Hot Rod Girl,1956,71,,4.5,39,,9
Hot Rod Rumble,1957,79,,6.4,6,,8
Hot Rods to Hell,1967,100,,3.8,109,,9
Hot Sands,1931,10,,3.6,11,,68
Hot Saturday,1932,73,,5.7,16,,8
Hot Scots The,1948,17,,8.1,48,,68
Hot Shots,1956,62,,6,15,,4
Hot Shots!,1991,84,,6.2,10637,,37
Hot Shots! Part Deux,1993,86,,5.8,8538,,5
Hot Spell,1958,86,,5.5,51,,8
Hot Splash,1988,89,,1.8,10,,5
Hot Spur,1968,87,,1.8,12,,0
Hot Stuff,1956,16,,5.7,36,,68
Hot Stuff,1971,9,,6.1,13,,70
Hot Stuff,1979,91,,5.5,174,,4
Hot Summer Night,1957,86,,5.9,33,,8
Hot Summer in Barefoot County,1974,90,,3,18,,5
Hot T-Shirts,1979,86,,1.6,18,,4
Hot Ticket,1996,81,,3.7,37,R,1
Hot Times,1974,84,,4,18,,4
Hot Times at Montclair High,1989,87,,3.6,36,,4
Hot Tomorrows,1977,73,,6.3,13,,4
Hot Touch The,1982,93,4700000,4.8,13,,8
Hot Tubs II: The Terror Returns,2001,5,,3.3,6,,68
Hot Water,1924,60,,7.3,151,,4
Hot Wax Zombies On Wheels,1999,88,160000,2.4,52,,4
Hot to Trot,1988,83,,3.7,632,,4
Hot-Blooded Woman,1965,75,,4.4,8,,0
Hot-Rod and Reel!,1959,6,,6.3,27,,70
HotRod: The Movie,2004,72,,9,9,,16
Hotaru,2000,164,,6.7,25,,8
Hotaru,2001,114,,6.4,12,,8
Hotaru no haka,1988,85,,8.3,6886,,10
Hotaru-gawa,1987,115,,6.1,5,,8
Hotel,1967,124,,6,169,,8
Hotel,1997,1,,5.4,6,,64
Hotel,2001,93,,4.9,369,,4
Hotel,2004,83,,4.6,93,,8
Hotel Anchovy,1934,18,,5.8,36,,68
Hotel Berlin,1945,98,,6.4,83,,8
Hotel Central,1983,105,,6.9,8,,8
Hotel Colonial,1987,104,,2.7,30,,0
Hotel Danubio,2003,98,,5.7,13,,8
Hotel Exotica,1998,88,,3.7,61,,0
Hotel Hooker,1975,58,,8.5,8,,0
Hotel Imperial,1927,85,,7.6,20,,0
Hotel Imperial,1939,67,,6.6,7,,8
Hotel New Hampshire The,1984,109,7500000,5.8,2065,,12
Hotel Paradise,1995,29,,5.5,31,,64
Hotel Paradiso,1966,95,,6.3,126,,4
Hotel Reserve,1944,79,,6.4,71,,0
Hotel Rienne,2003,27,,6.4,8,,64
Hotel Room,1998,86,,6.9,10,,12
Hotel Rwanda,2004,121,,8.5,8328,PG-13,8
Hotel Sahara,1951,96,,6.5,32,,4
Hotel Sorrento,1995,112,,6.6,87,R,8
Hotel Splendide,2000,98,,6.4,181,,4
Hotel St. Pauli,1988,121,,5.1,50,,8
Hotel Torgo,2004,28,,9.4,24,,88
Hotel alojamiento,1966,110,,3.8,8,,4
Hotel de Love,1996,96,,6.3,276,R,36
Hotel paura,1996,100,,4,20,,0
Hotel pro cizince,1967,103,,9,6,,12
Hotel y domicilio,1995,105,,7.9,26,,8
Hoteles,2004,90,,5,12,,12
Hoteru haibisukasu,2002,90,,7.1,22,,4
Hotet,2004,103,,4.6,327,,1
Hothouse Rose II,1992,86,,8,9,,0
Hotoke,2001,113,,6.8,6,,32
Hotte im Paradies,2003,118,,7.4,56,,8
Hottest Bid The,1995,93,,1.9,13,NC-17,0
Hotwire,1980,95,,1.5,6,,5
Houdini,1953,106,,6.7,384,,8
Houdinis hund,2002,12,,6,17,,64
Houhokekyo tonari no Yamada-kun,1999,104,,8,291,PG,6
Houligans kato ta heria apo ta niata,1983,106,,7.2,10,,9
Hound Hunters,1947,7,,6.9,22,,70
Hound for Trouble A,1951,7,,6.6,23,,70
Hound of the Baskervilles The,1932,72,,5.3,6,,0
Hound of the Baskervilles The,1939,80,,7.6,941,,0
Hound of the Baskervilles The,1959,87,,6.8,815,,0
Hound of the Baskervilles The,1978,78,,4.1,196,,4
Hound-Dog Man,1959,87,,5.5,18,,12
Hounds of Notre Dame,1980,96,,6.2,8,,0
Hour Before the Dawn The,1944,75,,4.3,8,,8
Hour for Lunch An,1939,9,,5.7,6,,68
Hour of 13 The,1952,80,,6,52,,0
Hour of the Assassin,1987,96,,4.9,32,,9
Hour of the Gun,1967,100,1800000,6.4,235,,0
Hour of the Pig The,1993,102,,6.8,477,,8
Hourglass,1995,90,,3.9,65,,9
Hours and Times The,1991,60,,6.4,81,,8
Hours The,2002,114,25000000,7.6,16692,PG-13,8
House,1986,93,3000000,5.5,1672,,4
House,1996,85,,5.4,32,,0
House Across the Bay The,1940,88,,5.8,36,,8
House Across the Lake The,1954,68,,4.8,7,,8
House Across the Street The,1949,69,,5.8,42,,12
House Builder-Upper The,1938,6,,6.6,9,,70
House Calls,1978,98,,6.6,321,,44
House Cleaning Blues,1937,6,,6.7,22,,70
House Divided A,1913,13,,5.9,30,,68
House Divided A,1931,70,,6.1,13,,8
House Divided A,1998,30,,4.5,9,,72
House Hunting Mice,1948,7,,7.6,35,,70
House I Live In The,1945,11,,6.8,40,,72
House II: The Second Story,1987,88,,4.5,819,,4
House IV,1992,94,,2.5,216,,0
House Is Not a Home A,1964,98,,6.2,13,,0
House Made of Dawn,1987,90,,6.1,8,,8
House Next Door The,2002,87,,4.5,131,R,8
House Party,1983,20,,7.6,7,,64
House Party,1990,100,,5.5,1065,,4
House Party 3,1994,100,,3.3,282,,4
House That Cried Murder The,1973,85,,4.2,7,,0
House That Dripped Blood The,1970,102,,6,284,PG,0
House Where Evil Dwells The,1982,88,,3.6,97,,0
House by the River,1950,88,,7.1,89,,0
House by the Sea A,2000,93,,5,6,,8
House in Marsh Road The,1960,70,,5.1,7,,0
House in Nightmare Park The,1973,100,,5,47,,4
House in the Hills A,1993,95,,5.1,239,,32
House in the Middle The,1954,13,,5.1,6,,80
House in the Square The,1951,90,,6.4,74,,40
House in the Woods The,1959,60,,5.9,6,,8
House of 1000 Corpses,2003,88,7000000,5.1,6136,R,0
House of Angelo The,1997,90,,5,15,,0
House of Bamboo,1955,102,,6.5,156,,8
House of Cards,1968,105,,5.4,66,,8
House of Cards,1993,109,,5.6,534,,8
House of D,2004,97,,6.1,343,PG-13,8
House of Dark Shadows,1970,102,750000,5.7,328,,0
House of Darkness The,1913,17,,5.8,20,,72
House of Dracula,1945,67,,5.6,378,,0
House of Evil,1968,89,,2.4,23,,0
House of Fear The,1939,67,,5.5,18,,8
House of Frankenstein,1944,71,,6,477,,0
House of Games,1987,102,,7.5,3798,,0
House of God The,1984,108,,5.7,51,,12
House of Horrors,1946,65,,5.4,40,,0
House of Luk,2001,99,,6.2,27,,12
House of Mirth The,2000,140,10000000,6.9,2167,PG,40
House of Mystery,1934,62,,5.8,11,,4
House of Mystery,1961,56,,5.5,6,,0
House of Numbers,1957,90,,6.1,45,,8
House of Rothschild The,1934,94,,6.7,47,,8
House of Sand and Fog,2003,126,16000000,7.8,8164,R,8
House of Secrets,1936,70,,6.3,17,,0
House of Secrets,1956,85,,5.3,26,,8
House of Seven Corpses The,1974,90,,3.5,86,,0
House of Strangers,1949,101,,7.1,111,,8
House of Terror,1975,90,,2.4,7,,0
House of Tomorrow The,1949,7,,7.3,50,,70
House of Usher,1960,79,270000,6.8,1031,,0
House of Usher The,1988,92,,3.1,76,,0
House of Wax,1953,90,658000,6.9,1386,,0
House of Wax,2005,105,30000000,4.6,1298,R,0
House of Whipcord,1974,102,,5.1,109,,0
House of Women,1962,85,,6.3,11,,8
House of Yes The,1997,85,1500000,6.5,2345,R,12
House of the Black Death,1965,89,,1.6,20,,0
House of the Damned,1963,62,,5,20,,0
House of the Damned,1996,92,,4.5,83,R,0
House of the Dead,2003,90,7000000,2.3,3921,R,1
House of the Living Dead,1973,85,,2.8,23,,0
House of the Long Shadows,1983,100,7500000,5.8,239,,4
House of the Rising Sun,1987,86,,5.3,10,,8
House of the Seven Gables The,1940,89,,7.4,79,,8
House of the Seven Hawks The,1959,92,,5.9,53,,0
House of the Spirits The,1993,146,40000000,6.3,3205,,40
House of the Tiger King,2004,105,,4.7,16,,16
House on 56th Street The,1933,68,,5.4,37,,8
House on 92nd Street The,1945,88,,7.1,171,,8
House on Bare Mountain,1962,62,,4.6,36,,4
House on Carroll Street The,1988,101,,6,401,,8
House on Haunted Hill,1959,75,200000,6.6,1608,,0
House on Haunted Hill,1999,99,19000000,5.1,9694,R,0
House on Skull Mountain The,1974,89,,3.7,31,,0
House on Sorority Row The,1983,91,425000,5.2,187,,0
House on Telegraph Hill The,1951,93,,6.3,44,,8
House on Todville Road The,1994,93,,4.7,12,,0
House on Turk Street The,2002,103,12000000,5.5,1048,R,8
House on a Hill A,2003,89,,7,5,,8
House!,2000,90,,6.1,145,,36
House: After Five Years of Living,1955,11,,6,15,,80
HouseSitter,1992,102,,5.7,3045,,36
Houseboat,1958,110,,6.5,1062,,36
Housebound,2000,89,,5.3,29,R,0
Houseguest,1995,113,,5.7,839,,4
Household Saints,1993,124,,6.7,322,,8
Householder The,1963,100,,6.8,38,,12
Housekeepers Daughter The,1939,71,,4.7,13,,4
Housekeeping,1987,116,,7.2,403,,8
Housewife,1934,69,,6.1,101,,8
Housewife From Hell,1993,82,,3.2,11,,4
Housewives: The Making of the Cast Album,1994,8,,4.5,12,,64
Housing Problems,1935,16,,7.8,12,,80
Houston Story The,1956,79,,6.3,14,,8
How Am I Driving,2002,4,,7,9,,72
How Arnold Won the West,2004,80,,6.5,53,,16
How Come Nobodys on Our Side?,1975,84,,3.6,6,,4
How Dinosaurs Learned to Fly,1995,6,,6.8,16,,66
How Do I Love Thee?,1970,110,,4.7,13,,12
How Green Is My Spinach,1950,7,,7.8,10,,70
How Green Was My Valley,1941,118,1250000,7.9,2662,,40
How Harry Became a Tree,2001,99,6000000,6.7,115,R,8
How High,2001,95,12000000,4.9,2916,R,4
How High Is Up?,1940,17,,8.1,64,,68
How I Got Into College,1989,86,,5.6,470,,36
How I Learned to Stop Worrying and Love the Superlaser,2003,4,,1,7,,68
How I Play Golf by Bobby Jones No. 1: The Putter,1931,14,,6.9,8,,64
How I Saved the World,2001,18,40000,7.2,6,,68
How I Spent My Summer Vacation,1997,73,,5.5,38,,4
How I Won the War,1967,109,,5.9,353,,4
How It Feels to Be Run Over,1900,1,,6.3,41,,64
How Jones Lost His Roll,1905,7,,5,7,,68
How Life Is,2004,5,,8.7,11,,64
How Men Propose,1913,6,,5.3,25,,68
How Much,1999,29,,5.5,15,,72
How Much Affection?,1957,20,,3,9,,72
How Much for a Half Kilo?,2000,22,,6.2,11,,64
How Now Boing Boing,1954,7,,6.4,31,,70
How Rare a Possession: The Book of Mormon,1987,64,,7.4,38,,8
How Stella Got Her Groove Back,1998,124,20000000,5,1475,R,40
How Sweet It Is!,1968,99,,5.5,69,,4
